employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
AGCO,"Jun 01, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1188,https://www.kansasworks.com/search/warn_lookups/1188
Boeing,"Jun 19, 2009",,WARN,,,4 - Workforce Investment Area IV,,1189,https://www.kansasworks.com/search/warn_lookups/1189
Hawker Beechcraft,"Jun 22, 2009",,WARN,,,4 - Workforce Investment Area IV,,1190,https://www.kansasworks.com/search/warn_lookups/1190
Bic Graphic,"May 05, 2009",,WARN,,,2 - Workforce Investment Area II,,1191,https://www.kansasworks.com/search/warn_lookups/1191
Labat Anderson Incorporated,"Jan 30, 2009",,WARN,,,3 - Workforce Investment Area III,,1192,https://www.kansasworks.com/search/warn_lookups/1192
Hawker Beechcraft,"Jun 26, 2009",,WARN,,,4 - Workforce Investment Area IV,,1193,https://www.kansasworks.com/search/warn_lookups/1193
Chrysler Financial,"Jun 29, 2009",,WARN,,,3 - Workforce Investment Area III,,1194,https://www.kansasworks.com/search/warn_lookups/1194
Dap-Tech LLC,"Jul 02, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1195,https://www.kansasworks.com/search/warn_lookups/1195
Big Dog Motorcycles,"Jul 01, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1196,https://www.kansasworks.com/search/warn_lookups/1196
Winfield School District USD 465,"Jun 30, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1197,https://www.kansasworks.com/search/warn_lookups/1197
Boeing,"Jul 17, 2009",,WARN,,,4 - Workforce Investment Area IV,,1198,https://www.kansasworks.com/search/warn_lookups/1198
Snorkel,"Jul 22, 2009",,WARN,,,2 - Workforce Investment Area II,,1199,https://www.kansasworks.com/search/warn_lookups/1199
Valmont Newmark,"Jul 27, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1200,https://www.kansasworks.com/search/warn_lookups/1200
Wichita Area Technical College,"Jul 29, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1201,https://www.kansasworks.com/search/warn_lookups/1201
"Coca-Cola Enterprises, Inc.","Jul 30, 2009",,WARN,,,4 - Workforce Investment Area IV,,1202,https://www.kansasworks.com/search/warn_lookups/1202
Senior Aerospace,"Jul 30, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1203,https://www.kansasworks.com/search/warn_lookups/1203
US Airways,"Jul 27, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1204,https://www.kansasworks.com/search/warn_lookups/1204
Cessna,"Aug 14, 2009",,WARN,,,4 - Workforce Investment Area IV,,1205,https://www.kansasworks.com/search/warn_lookups/1205
Hawker Beechcraft Corp,"Jul 31, 2009",,WARN,,,4 - Workforce Investment Area IV,,1206,https://www.kansasworks.com/search/warn_lookups/1206
Rainbows United,"Aug 03, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1207,https://www.kansasworks.com/search/warn_lookups/1207
Sprint,"Jul 30, 2009",,WARN,,,3 - Workforce Investment Area III,,1208,https://www.kansasworks.com/search/warn_lookups/1208
"Ritz Camera Centers, Inc.","Jul 24, 2009",,WARN,,,2 - Workforce Investment Area II,,1209,https://www.kansasworks.com/search/warn_lookups/1209
Hawker Beechcraft Corp,"Aug 21, 2009",,WARN,,,4 - Workforce Investment Area IV,,1210,https://www.kansasworks.com/search/warn_lookups/1210
Hawker Beechcraft Corporation,"Aug 14, 2009",,WARN,,,4 - Workforce Investment Area IV,,1211,https://www.kansasworks.com/search/warn_lookups/1211
"Ready Set Service, LLC","Aug 18, 2009",,WARN,,,2 - Workforce Investment Area II,,1212,https://www.kansasworks.com/search/warn_lookups/1212
WEAR Technology,"Aug 10, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1213,https://www.kansasworks.com/search/warn_lookups/1213
KMW Loaders,"Aug 20, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1214,https://www.kansasworks.com/search/warn_lookups/1214
Detroil Diesel,"Aug 19, 2009",,WARN,,,5 - Workforce Investment Area V,,1215,https://www.kansasworks.com/search/warn_lookups/1215
Great Plains Manufacturing,"Aug 10, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1216,https://www.kansasworks.com/search/warn_lookups/1216
Wells Furniture,"Jul 08, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1217,https://www.kansasworks.com/search/warn_lookups/1217
AGCO Croporation,"Jul 03, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1218,https://www.kansasworks.com/search/warn_lookups/1218
Maximus,"Oct 15, 2009",,WARN,,,2 - Workforce Investment Area II,,1248,https://www.kansasworks.com/search/warn_lookups/1248
City of Wichita,"Aug 17, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1219,https://www.kansasworks.com/search/warn_lookups/1219
Hawker Beechcraft,"Aug 21, 2009",,WARN,,,1 - Workforce Investment Area I,,1220,https://www.kansasworks.com/search/warn_lookups/1220
Boeing,"Aug 21, 2009",,WARN,,,4 - Workforce Investment Area IV,,1221,https://www.kansasworks.com/search/warn_lookups/1221
GKN Aerospace Precision Machining,"Aug 27, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1222,https://www.kansasworks.com/search/warn_lookups/1222
Curbs Plus,"Aug 27, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1223,https://www.kansasworks.com/search/warn_lookups/1223
Hawker Beechcraft,"Aug 31, 2009",,WARN,,,4 - Workforce Investment Area IV,,1224,https://www.kansasworks.com/search/warn_lookups/1224
Foster Furniture Store,"Sep 03, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1225,https://www.kansasworks.com/search/warn_lookups/1225
Sonaca NMF,"Sep 08, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1226,https://www.kansasworks.com/search/warn_lookups/1226
Plastic Fab (Kamen Aerostructures),"Sep 10, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1227,https://www.kansasworks.com/search/warn_lookups/1227
Skyline Corporation,"Sep 15, 2009",,WARN,,,1 - Workforce Investment Area I,,1228,https://www.kansasworks.com/search/warn_lookups/1228
Wichita Area Technical College,"Sep 18, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1229,https://www.kansasworks.com/search/warn_lookups/1229
Mega Manufacturing,"Sep 04, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1230,https://www.kansasworks.com/search/warn_lookups/1230
SRS,"Aug 25, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1231,https://www.kansasworks.com/search/warn_lookups/1231
Boeing,"Sep 18, 2009",,WARN,,,4 - Workforce Investment Area IV,,1232,https://www.kansasworks.com/search/warn_lookups/1232
Detroit Diesel,"Sep 24, 2009",,WARN,,,5 - Workforce Investment Area V,,1233,https://www.kansasworks.com/search/warn_lookups/1233
Hawker Beechcraft,"Sep 25, 2009",,WARN,,,4 - Workforce Investment Area IV,,1234,https://www.kansasworks.com/search/warn_lookups/1234
Golf Discount Superstore,"Sep 22, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1235,https://www.kansasworks.com/search/warn_lookups/1235
Kansas Commission on Veteran's Affairs,"Sep 23, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1236,https://www.kansasworks.com/search/warn_lookups/1236
Good Samaritan Center,"Sep 22, 2009",,Non-WARN,,,3 - Workforce Investment Area III,,1237,https://www.kansasworks.com/search/warn_lookups/1237
Aviva,"Sep 09, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1238,https://www.kansasworks.com/search/warn_lookups/1238
Northrop Grumman TS Centeral Repair,"Jul 23, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1239,https://www.kansasworks.com/search/warn_lookups/1239
Eagle Support Services,"Jul 14, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1240,https://www.kansasworks.com/search/warn_lookups/1240
Ks Dept of Agriculture,"Jun 22, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1241,https://www.kansasworks.com/search/warn_lookups/1241
Ritz Camera,"Aug 11, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1242,https://www.kansasworks.com/search/warn_lookups/1242
Talking Books,"Aug 14, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1243,https://www.kansasworks.com/search/warn_lookups/1243
Verizon,"Sep 29, 2009",,WARN,,,2 - Workforce Investment Area II,,1244,https://www.kansasworks.com/search/warn_lookups/1244
Youthville,"Sep 21, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1245,https://www.kansasworks.com/search/warn_lookups/1245
US Airways,"Sep 28, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1246,https://www.kansasworks.com/search/warn_lookups/1246
Cessna,"Oct 09, 2009",,WARN,,,4 - Workforce Investment Area IV,,1247,https://www.kansasworks.com/search/warn_lookups/1247
Hawker Beechcraft,"Oct 20, 2009",,WARN,,,4 - Workforce Investment Area IV,,1249,https://www.kansasworks.com/search/warn_lookups/1249
Typed Letters Corp,"Oct 29, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1250,https://www.kansasworks.com/search/warn_lookups/1250
Atlas Aerospace,"Oct 29, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1251,https://www.kansasworks.com/search/warn_lookups/1251
Saturn of Wichita East,"Nov 02, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1252,https://www.kansasworks.com/search/warn_lookups/1252
Saturn of Wichita West,"Nov 02, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1253,https://www.kansasworks.com/search/warn_lookups/1253
Hawker Beechcraft,"Oct 22, 2009",,WARN,,,4 - Workforce Investment Area IV,,1254,https://www.kansasworks.com/search/warn_lookups/1254
Boeing,"Oct 30, 2009",,WARN,,,4 - Workforce Investment Area IV,,1255,https://www.kansasworks.com/search/warn_lookups/1255
WinterSleiger Inc.,"Apr 15, 2009",,WARN,,,4 - Workforce Investment Area IV,,1256,https://www.kansasworks.com/search/warn_lookups/1256
Rainbows United,"Nov 09, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1257,https://www.kansasworks.com/search/warn_lookups/1257
Coleman Company,"Nov 10, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1258,https://www.kansasworks.com/search/warn_lookups/1258
Kansas Adjutant General's Dept,"Nov 23, 2009",,Non-WARN,Wichita,67221,4 - Workforce Investment Area IV,,1259,https://www.kansasworks.com/search/warn_lookups/1259
Boeing,"Nov 20, 2009",,WARN,,,4 - Workforce Investment Area IV,,1260,https://www.kansasworks.com/search/warn_lookups/1260
Semperian,"Nov 24, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1261,https://www.kansasworks.com/search/warn_lookups/1261
Atchison Youth Residential Ctr,"Dec 08, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1262,https://www.kansasworks.com/search/warn_lookups/1262
SRS,"Sep 24, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1263,https://www.kansasworks.com/search/warn_lookups/1263
Cessna,"Dec 11, 2009",,WARN,,,4 - Workforce Investment Area IV,,1264,https://www.kansasworks.com/search/warn_lookups/1264
"Pfizer, Inc.","Dec 14, 2009",,WARN,,,3 - Workforce Investment Area III,,1265,https://www.kansasworks.com/search/warn_lookups/1265
Boeing,"Dec 18, 2009",,WARN,,,4 - Workforce Investment Area IV,,1266,https://www.kansasworks.com/search/warn_lookups/1266
AGCO,"Oct 01, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1274,https://www.kansasworks.com/search/warn_lookups/1274
Great Bend Industries,"Oct 09, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1275,https://www.kansasworks.com/search/warn_lookups/1275
Bailey Truck Line,"Dec 18, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1276,https://www.kansasworks.com/search/warn_lookups/1276
Pawnee Mental Health Center,"Dec 18, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1277,https://www.kansasworks.com/search/warn_lookups/1277
Consolidated Sales,"Oct 10, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1278,https://www.kansasworks.com/search/warn_lookups/1278
Cross Manufacturing,"Nov 10, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1279,https://www.kansasworks.com/search/warn_lookups/1279
Snorkel,"Nov 04, 2008",,WARN,,,2 - Workforce Investment Area II,,1019,https://www.kansasworks.com/search/warn_lookups/1019
LAI LWIB Providers,"May 02, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,980,https://www.kansasworks.com/search/warn_lookups/980
Elliott Chevrolet,"Oct 29, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1017,https://www.kansasworks.com/search/warn_lookups/1017
Dillon Stores,"Jan 29, 2008",,WARN,,,3 - Workforce Investment Area III,,959,https://www.kansasworks.com/search/warn_lookups/959
Big Dog Motorcycle,"Jan 07, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,954,https://www.kansasworks.com/search/warn_lookups/954
"Schult Homes and CMH Manufacturing IN.,","Jan 21, 2008",,WARN,,,1 - Workforce Investment Area I,,955,https://www.kansasworks.com/search/warn_lookups/955
Sprint,"Jan 25, 2008",,WARN,,,3 - Workforce Investment Area III,,956,https://www.kansasworks.com/search/warn_lookups/956
"Tyson Fresh Meats, Inc.","Jan 25, 2008",,WARN,,,5 - Workforce Investment Area V,,957,https://www.kansasworks.com/search/warn_lookups/957
Dillon Stores,"Jan 29, 2008",,WARN,,,3 - Workforce Investment Area III,,958,https://www.kansasworks.com/search/warn_lookups/958
"Tyson Fresh Meats, Inc.","Feb 06, 2008",,WARN,,,5 - Workforce Investment Area V,,960,https://www.kansasworks.com/search/warn_lookups/960
Alco-Duckwall,"Mar 10, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,961,https://www.kansasworks.com/search/warn_lookups/961
Sunglo,"Feb 25, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,962,https://www.kansasworks.com/search/warn_lookups/962
Anderson Service,"Jan 31, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,963,https://www.kansasworks.com/search/warn_lookups/963
Sprint,"Apr 04, 2008",,WARN,,,3 - Workforce Investment Area III,,964,https://www.kansasworks.com/search/warn_lookups/964
I C M,"Apr 04, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,965,https://www.kansasworks.com/search/warn_lookups/965
Accenture,"Apr 15, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,966,https://www.kansasworks.com/search/warn_lookups/966
National Automotive Manufacturing,"Feb 13, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,967,https://www.kansasworks.com/search/warn_lookups/967
Pizza Hut,"May 01, 2008",,WARN,,,3 - Workforce Investment Area III,,968,https://www.kansasworks.com/search/warn_lookups/968
Brooke Capital Corporation,"May 05, 2008",,WARN,,,3 - Workforce Investment Area III,,969,https://www.kansasworks.com/search/warn_lookups/969
Alco-Duckwall,"May 06, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,970,https://www.kansasworks.com/search/warn_lookups/970
Big Dog Motorcycles,"May 20, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,971,https://www.kansasworks.com/search/warn_lookups/971
Springhouse Frozen Foods,"May 27, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,972,https://www.kansasworks.com/search/warn_lookups/972
Arbor Education & Training,"May 20, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,973,https://www.kansasworks.com/search/warn_lookups/973
Air Midwest,"May 19, 2008",,WARN,,,4 - Workforce Investment Area IV,,974,https://www.kansasworks.com/search/warn_lookups/974
Urban League of Kansas,"May 20, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,975,https://www.kansasworks.com/search/warn_lookups/975
Brooke Capital Corporation,"Jun 06, 2008",,WARN,,,3 - Workforce Investment Area III,,976,https://www.kansasworks.com/search/warn_lookups/976
Heartland Cement Company,"May 28, 2008",,WARN,,,5 - Workforce Investment Area V,,977,https://www.kansasworks.com/search/warn_lookups/977
Embarq,"Jun 12, 2008",,WARN,,,3 - Workforce Investment Area III,,978,https://www.kansasworks.com/search/warn_lookups/978
Meridian Automotive Systems,"Jul 01, 2008",,WARN,,,3 - Workforce Investment Area III,,979,https://www.kansasworks.com/search/warn_lookups/979
Peterson Industries,"Jul 07, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,981,https://www.kansasworks.com/search/warn_lookups/981
The Woodlands,"Jul 22, 2008",,WARN,,,3 - Workforce Investment Area III,,982,https://www.kansasworks.com/search/warn_lookups/982
Bennigan's,"Jul 30, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,983,https://www.kansasworks.com/search/warn_lookups/983
Falley's Store #626,"Jun 26, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,984,https://www.kansasworks.com/search/warn_lookups/984
JcPenney,"Aug 12, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,985,https://www.kansasworks.com/search/warn_lookups/985
Brooke Insurance,"Aug 12, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,986,https://www.kansasworks.com/search/warn_lookups/986
"Superior Industries International, Inc.","Aug 19, 2008",,WARN,,,5 - Workforce Investment Area V,,987,https://www.kansasworks.com/search/warn_lookups/987
Nu Wa Industries Inc.,"Aug 21, 2008",,WARN,,,5 - Workforce Investment Area V,,988,https://www.kansasworks.com/search/warn_lookups/988
Big Dog Motorcycles,"Sep 03, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,989,https://www.kansasworks.com/search/warn_lookups/989
Snorkel International,"Aug 26, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,990,https://www.kansasworks.com/search/warn_lookups/990
Hawker Beechcraft,"Nov 03, 2008",,WARN,,,4 - Workforce Investment Area IV,,1018,https://www.kansasworks.com/search/warn_lookups/1018
Tandem Library Group,"Apr 10, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,991,https://www.kansasworks.com/search/warn_lookups/991
AT&T,"Jun 13, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,992,https://www.kansasworks.com/search/warn_lookups/992
TECT Aerospace,"Aug 13, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,993,https://www.kansasworks.com/search/warn_lookups/993
Accenture,"Sep 11, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,994,https://www.kansasworks.com/search/warn_lookups/994
American Red Cross,"Aug 25, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,995,https://www.kansasworks.com/search/warn_lookups/995
TECT Aerospace,"Sep 16, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,996,https://www.kansasworks.com/search/warn_lookups/996
Auth-Florence Mfg,"Sep 08, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,997,https://www.kansasworks.com/search/warn_lookups/997
Arrow Speed Warehouse,"Sep 22, 2008",,Non-WARN,,,3 - Workforce Investment Area III,,998,https://www.kansasworks.com/search/warn_lookups/998
Juvenile Correctional Facility/Atchison,"Sep 10, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,999,https://www.kansasworks.com/search/warn_lookups/999
YRC Worldwide's Norht American Transportation,"Sep 29, 2008",,WARN,,,2 - Workforce Investment Area II,,1000,https://www.kansasworks.com/search/warn_lookups/1000
ICM,"Oct 01, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1001,https://www.kansasworks.com/search/warn_lookups/1001
Acme Brick,"Sep 16, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1002,https://www.kansasworks.com/search/warn_lookups/1002
APL Logistics,"Oct 08, 2008",,WARN,,,4 - Workforce Investment Area IV,,1003,https://www.kansasworks.com/search/warn_lookups/1003
"CDG Management, LLC","Oct 08, 2008",,WARN,,,5 - Workforce Investment Area V,,1004,https://www.kansasworks.com/search/warn_lookups/1004
Skyline Homes,"Oct 13, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1005,https://www.kansasworks.com/search/warn_lookups/1005
GKN Armstrong Wheels,"Oct 14, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1006,https://www.kansasworks.com/search/warn_lookups/1006
GKN Aerospace Precision Machining,"Oct 15, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1007,https://www.kansasworks.com/search/warn_lookups/1007
Golden Living Center,"Oct 07, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1008,https://www.kansasworks.com/search/warn_lookups/1008
Plastics Extrusion Machinery,"Oct 09, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1009,https://www.kansasworks.com/search/warn_lookups/1009
Plastics Extrusion Machinery,"Oct 09, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1010,https://www.kansasworks.com/search/warn_lookups/1010
Gregory Inc.,"Oct 16, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1011,https://www.kansasworks.com/search/warn_lookups/1011
Clark Manufacturing Inc,"Oct 21, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1012,https://www.kansasworks.com/search/warn_lookups/1012
Progress Rail Services,"Oct 14, 2008",,WARN,,,2 - Workforce Investment Area II,,1013,https://www.kansasworks.com/search/warn_lookups/1013
BCI,"Oct 14, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1014,https://www.kansasworks.com/search/warn_lookups/1014
Norcraft Companies Inc.,"Oct 21, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1015,https://www.kansasworks.com/search/warn_lookups/1015
EnerSys,"Oct 29, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1016,https://www.kansasworks.com/search/warn_lookups/1016
Golden Living Center - Marion,"Oct 16, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1020,https://www.kansasworks.com/search/warn_lookups/1020
Crestwood,"Nov 05, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1021,https://www.kansasworks.com/search/warn_lookups/1021
ElDorardo,"Nov 06, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1023,https://www.kansasworks.com/search/warn_lookups/1023
"Nu Wa Industries, Inc.","Nov 06, 2008",,WARN,,,5 - Workforce Investment Area V,,1024,https://www.kansasworks.com/search/warn_lookups/1024
BlueCross BlueShield of Kansas City,"Nov 07, 2008",,WARN,,,3 - Workforce Investment Area III,,1025,https://www.kansasworks.com/search/warn_lookups/1025
Payless Shoesource,"Nov 11, 2008",,WARN,,,2 - Workforce Investment Area II,,1026,https://www.kansasworks.com/search/warn_lookups/1026
Thomas Implement Co.,"Oct 22, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1027,https://www.kansasworks.com/search/warn_lookups/1027
"ABX Air, Inc.","Nov 14, 2008",,WARN,,,3 - Workforce Investment Area III,,1028,https://www.kansasworks.com/search/warn_lookups/1028
RV Products,"Nov 19, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1029,https://www.kansasworks.com/search/warn_lookups/1029
Sherwin Williams,"Nov 20, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1030,https://www.kansasworks.com/search/warn_lookups/1030
Cessna,"Dec 01, 2008",,WARN,,,4 - Workforce Investment Area IV,,1031,https://www.kansasworks.com/search/warn_lookups/1031
Wear Technology,"Nov 13, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1032,https://www.kansasworks.com/search/warn_lookups/1032
QTG,"Dec 01, 2008",,WARN,,,2 - Workforce Investment Area II,,1033,https://www.kansasworks.com/search/warn_lookups/1033
Capital One,"Dec 01, 2008",,WARN,,,3 - Workforce Investment Area III,,1034,https://www.kansasworks.com/search/warn_lookups/1034
Boeing,"Nov 24, 2008",,WARN,,,4 - Workforce Investment Area IV,,1035,https://www.kansasworks.com/search/warn_lookups/1035
Sonaca NMF,"Dec 04, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1036,https://www.kansasworks.com/search/warn_lookups/1036
Grainbelt,"Dec 03, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1037,https://www.kansasworks.com/search/warn_lookups/1037
APAC - Shears,"Nov 26, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1038,https://www.kansasworks.com/search/warn_lookups/1038
Linens & Things,"Dec 10, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1039,https://www.kansasworks.com/search/warn_lookups/1039
Kongsberg Automotive,"Dec 09, 2008",,WARN,,,4 - Workforce Investment Area IV,,1040,https://www.kansasworks.com/search/warn_lookups/1040
Pioneer Balloon Company,"Dec 09, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1041,https://www.kansasworks.com/search/warn_lookups/1041
Central Plastics,"Dec 11, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1042,https://www.kansasworks.com/search/warn_lookups/1042
Steve & Barry's,"Dec 19, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1043,https://www.kansasworks.com/search/warn_lookups/1043
PlasticFab,"Dec 22, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,1044,https://www.kansasworks.com/search/warn_lookups/1044
KASA Industrial Controls,"Dec 16, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1046,https://www.kansasworks.com/search/warn_lookups/1046
Central Plastics Inc,"Dec 11, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1047,https://www.kansasworks.com/search/warn_lookups/1047
Eaton Corporation,"Dec 22, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1048,https://www.kansasworks.com/search/warn_lookups/1048
St Francis,"Dec 30, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1049,https://www.kansasworks.com/search/warn_lookups/1049
Parker Hannifin,"Dec 01, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1055,https://www.kansasworks.com/search/warn_lookups/1055
MGP Ingredients,"Oct 22, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1056,https://www.kansasworks.com/search/warn_lookups/1056
AT & T,"Dec 17, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1057,https://www.kansasworks.com/search/warn_lookups/1057
Amarr Garage Door Group,"Dec 05, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1058,https://www.kansasworks.com/search/warn_lookups/1058
Ks St Racing & Gaming Comm,"Dec 30, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1059,https://www.kansasworks.com/search/warn_lookups/1059
KVC Behavioral Health Care,"Dec 09, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1162,https://www.kansasworks.com/search/warn_lookups/1162
The Boeing Company,"Jan 24, 2007",,WARN,,,4 - Workforce Investment Area IV,,917,https://www.kansasworks.com/search/warn_lookups/917
Collins Industries,"Jan 09, 2007",,WARN,,,1 - Workforce Investment Area I,,913,https://www.kansasworks.com/search/warn_lookups/913
Bombardier,"Jan 18, 2007",,Non-WARN,,,4 - Workforce Investment Area IV,,916,https://www.kansasworks.com/search/warn_lookups/916
"Armour-Eckrich Meats, LLC","Feb 01, 2007",,WARN,,,3 - Workforce Investment Area III,,918,https://www.kansasworks.com/search/warn_lookups/918
"CNH America, LLC","Feb 14, 2007",,Non-WARN,,,3 - Workforce Investment Area III,,919,https://www.kansasworks.com/search/warn_lookups/919
Yellow Book USA,"Mar 01, 2007",,WARN,,,1 - Workforce Investment Area I,,920,https://www.kansasworks.com/search/warn_lookups/920
"Tier Technologies, Inc.","Mar 12, 2007",,WARN,,,2 - Workforce Investment Area II,,921,https://www.kansasworks.com/search/warn_lookups/921
PrintXcel of Cenveo Corp,"Mar 21, 2007",,WARN,,,5 - Workforce Investment Area V,,922,https://www.kansasworks.com/search/warn_lookups/922
Ziegler True Value,"Mar 19, 2007",,Non-WARN,,,4 - Workforce Investment Area IV,,923,https://www.kansasworks.com/search/warn_lookups/923
Price Mart,"Mar 05, 2007",,Non-WARN,,,1 - Workforce Investment Area I,,924,https://www.kansasworks.com/search/warn_lookups/924
Big Dog Motorcycle,"Mar 31, 2007",,Non-WARN,,,4 - Workforce Investment Area IV,,925,https://www.kansasworks.com/search/warn_lookups/925
